school_id,school_name,region,grade,gender,year,enrollment,performance_score,ingestion_timestamp
23,School_23,East,4,F,2022,64,78.42,2026-02-26 09:07:03.566365
16,School_16,West,1,F,2020,26,77.43,2026-02-26 09:07:03.566365
4,School_4,South,10,M,2022,125,81.87,2026-02-26 09:07:03.566365
19,School_19,South,8,M,2022,165,89.51,2026-02-26 09:07:03.566365
20,School_20,North,3,M,2024,89,71.31,2026-02-26 09:07:03.566365
39,School_39,East,2,M,2022,64,77.31,2026-02-26 09:07:03.566365
30,School_30,East,9,F,2022,56,91.71,2026-02-26 09:07:03.566365
45,School_45,North,7,M,2024,168,96.9,2026-02-26 09:07:03.566365
35,School_35,East,9,F,2020,191,95.65,2026-02-26 09:07:03.566365
10,School_10,North,2,M,2023,177,79.11,2026-02-26 09:07:03.566365
14,School_14,South,9,M,2024,158,80.83,2026-02-26 09:07:03.566365
18,School_18,South,10,F,2020,27,81.16,2026-02-26 09:07:03.566365
6,School_6,West,9,M,2023,152,94.75,2026-02-26 09:07:03.566365
27,School_27,North,11,F,2022,27,93.6,2026-02-26 09:07:03.566365
42,School_42,South,9,M,2024,24,72.46,2026-02-26 09:07:03.566365
4,School_4,South,10,F,2022,29,66.51,2026-02-26 09:07:03.566365
4,School_4,North,10,M,2024,34,75.16,2026-02-26 09:07:03.566365
29,School_29,South,4,M,2023,75,71.54,2026-02-26 09:07:03.566365
31,School_31,East,10,F,2020,133,98.03,2026-02-26 09:07:03.566365
7,School_7,South,3,F,2024,74,70.64,2026-02-26 09:07:03.566365
9,School_9,North,6,F,2020,150,67.25,2026-02-26 09:07:03.566365
37,School_37,East,3,M,2022,60,95.98,2026-02-26 09:07:03.566365
46,School_46,East,11,M,2022,157,63.46,2026-02-26 09:07:03.566365
31,School_31,South,9,M,2023,154,70.41,2026-02-26 09:07:03.566365
47,School_47,West,3,M,2023,134,77.56,2026-02-26 09:07:03.566365
27,School_27,East,2,M,2021,82,83.8,2026-02-26 09:07:03.566365
16,School_16,North,8,M,2021,107,73.11,2026-02-26 09:07:03.566365
30,School_30,West,6,F,2023,173,79.85,2026-02-26 09:07:03.566365
7,School_7,West,8,M,2022,53,67.95,2026-02-26 09:07:03.566365
39,School_39,East,7,M,2020,141,82.97,2026-02-26 09:07:03.566365
24,School_24,South,3,F,2023,186,76.31,2026-02-26 09:07:03.566365
8,School_8,West,8,F,2020,119,93.97,2026-02-26 09:07:03.566365
1,School_1,South,10,F,2021,126,76.63,2026-02-26 09:07:03.566365
14,School_14,East,1,F,2020,173,77.75,2026-02-26 09:07:03.566365
49,School_49,North,1,F,2023,81,83.69,2026-02-26 09:07:03.566365
2,School_2,West,10,M,2022,157,64.93,2026-02-26 09:07:03.566365
48,School_48,North,8,M,2023,119,66.27,2026-02-26 09:07:03.566365
35,School_35,South,9,F,2024,73,91.61,2026-02-26 09:07:03.566365
3,School_3,South,10,F,2024,178,70.94,2026-02-26 09:07:03.566365
13,School_13,North,6,M,2024,57,87.39,2026-02-26 09:07:03.566365
40,School_40,East,5,F,2022,133,63.9,2026-02-26 09:07:03.566365
40,School_40,East,2,M,2023,44,92.87,2026-02-26 09:07:03.566365
24,School_24,West,11,M,2024,84,99.53,2026-02-26 09:07:03.566365
49,School_49,West,9,F,2023,119,74.95,2026-02-26 09:07:03.566365
9,School_9,East,6,M,2021,197,80.22,2026-02-26 09:07:03.566365
20,School_20,East,8,M,2024,171,77.71,2026-02-26 09:07:03.566365
35,School_35,North,9,M,2024,174,95.77,2026-02-26 09:07:03.566365
11,School_11,South,9,M,2022,197,60.4,2026-02-26 09:07:03.566365
26,School_26,South,8,F,2023,197,86.14,2026-02-26 09:07:03.566365
39,School_39,West,12,F,2022,162,86.09,2026-02-26 09:07:03.566365
1,School_1,East,10,F,2022,36,75.3,2026-02-26 09:07:03.566365
12,School_12,North,8,F,2023,48,68.77,2026-02-26 09:07:03.566365
31,School_31,West,3,F,2021,24,69.59,2026-02-26 09:07:03.566365
30,School_30,North,3,M,2023,30,92.02,2026-02-26 09:07:03.566365
15,School_15,East,2,M,2021,199,62.64,2026-02-26 09:07:03.566365
31,School_31,East,1,M,2022,181,82.55,2026-02-26 09:07:03.566365
31,School_31,East,4,M,2021,100,72.27,2026-02-26 09:07:03.566365
33,School_33,South,2,F,2021,52,70.61,2026-02-26 09:07:03.566365
10,School_10,East,2,F,2021,68,80.23,2026-02-26 09:07:03.566365
9,School_9,West,11,M,2024,140,95.91,2026-02-26 09:07:03.566365
14,School_14,South,11,F,2024,178,84.72,2026-02-26 09:07:03.566365
16,School_16,North,5,M,2022,37,91.54,2026-02-26 09:07:03.566365
39,School_39,West,4,M,2023,134,84.03,2026-02-26 09:07:03.566365
17,School_17,West,1,F,2021,24,87.91,2026-02-26 09:07:03.566365
8,School_8,North,9,F,2024,177,77.3,2026-02-26 09:07:03.566365
24,School_24,South,4,F,2023,64,97.04,2026-02-26 09:07:03.566365
39,School_39,West,5,M,2021,139,80.08,2026-02-26 09:07:03.566365
13,School_13,West,7,F,2023,147,82.07,2026-02-26 09:07:03.566365
24,School_24,West,2,M,2020,57,81.0,2026-02-26 09:07:03.566365
49,School_49,South,8,F,2021,128,72.65,2026-02-26 09:07:03.566365
21,School_21,South,11,M,2023,115,69.25,2026-02-26 09:07:03.566365
29,School_29,South,2,F,2021,113,62.95,2026-02-26 09:07:03.566365
19,School_19,West,11,M,2021,48,88.73,2026-02-26 09:07:03.566365
20,School_20,East,10,M,2020,183,71.57,2026-02-26 09:07:03.566365
43,School_43,North,5,F,2023,156,75.57,2026-02-26 09:07:03.566365
31,School_31,East,12,M,2022,42,96.8,2026-02-26 09:07:03.566365
45,School_45,South,2,F,2024,150,82.66,2026-02-26 09:07:03.566365
48,School_48,West,2,F,2021,105,63.88,2026-02-26 09:07:03.566365
20,School_20,West,4,F,2021,187,91.98,2026-02-26 09:07:03.566365
34,School_34,East,4,M,2021,77,70.25,2026-02-26 09:07:03.566365
31,School_31,East,8,F,2021,178,82.11,2026-02-26 09:07:03.566365
29,School_29,North,6,M,2024,30,80.4,2026-02-26 09:07:03.566365
38,School_38,West,10,F,2022,61,69.52,2026-02-26 09:07:03.566365
48,School_48,East,8,F,2020,150,64.63,2026-02-26 09:07:03.566365
11,School_11,North,7,M,2022,33,68.45,2026-02-26 09:07:03.566365
40,School_40,South,10,M,2024,65,63.89,2026-02-26 09:07:03.566365
46,School_46,East,4,F,2023,166,71.03,2026-02-26 09:07:03.566365
17,School_17,South,2,M,2020,143,99.89,2026-02-26 09:07:03.566365
20,School_20,North,9,F,2020,79,76.08,2026-02-26 09:07:03.566365
12,School_12,South,2,M,2023,178,94.56,2026-02-26 09:07:03.566365
20,School_20,West,1,M,2021,55,81.97,2026-02-26 09:07:03.566365
7,School_7,West,8,F,2024,179,86.66,2026-02-26 09:07:03.566365
45,School_45,South,10,M,2023,45,66.25,2026-02-26 09:07:03.566365
39,School_39,West,9,F,2022,84,70.99,2026-02-26 09:07:03.566365
45,School_45,North,1,F,2022,149,80.42,2026-02-26 09:07:03.566365
6,School_6,West,7,M,2023,89,95.25,2026-02-26 09:07:03.566365
22,School_22,South,2,F,2024,145,61.72,2026-02-26 09:07:03.566365
43,School_43,South,6,M,2020,192,80.28,2026-02-26 09:07:03.566365
31,School_31,South,11,M,2020,172,62.04,2026-02-26 09:07:03.566365
10,School_10,East,5,F,2021,59,78.27,2026-02-26 09:07:03.566365
21,School_21,South,1,M,2024,165,85.15,2026-02-26 09:07:03.566365
21,School_21,North,2,F,2022,129,89.79,2026-02-26 09:07:03.566365
42,School_42,West,2,F,2022,117,65.54,2026-02-26 09:07:03.566365
24,School_24,West,10,M,2021,31,66.66,2026-02-26 09:07:03.566365
21,School_21,East,10,M,2022,43,78.8,2026-02-26 09:07:03.566365
27,School_27,East,6,F,2021,190,99.92,2026-02-26 09:07:03.566365
28,School_28,North,11,F,2021,51,74.24,2026-02-26 09:07:03.566365
12,School_12,South,12,F,2023,133,77.1,2026-02-26 09:07:03.566365
17,School_17,East,1,M,2020,66,77.3,2026-02-26 09:07:03.566365
1,School_1,West,11,M,2024,192,63.23,2026-02-26 09:07:03.566365
28,School_28,East,4,F,2024,54,90.97,2026-02-26 09:07:03.566365
20,School_20,East,12,M,2020,141,70.12,2026-02-26 09:07:03.566365
14,School_14,South,10,F,2024,147,88.15,2026-02-26 09:07:03.566365
26,School_26,East,11,M,2022,156,79.0,2026-02-26 09:07:03.566365
49,School_49,North,5,F,2022,29,84.47,2026-02-26 09:07:03.566365
30,School_30,West,2,F,2024,84,62.16,2026-02-26 09:07:03.566365
14,School_14,South,2,F,2023,117,95.6,2026-02-26 09:07:03.566365
22,School_22,West,7,F,2024,29,69.75,2026-02-26 09:07:03.566365
23,School_23,North,7,F,2021,166,86.8,2026-02-26 09:07:03.566365
43,School_43,North,6,F,2021,128,91.92,2026-02-26 09:07:03.566365
12,School_12,East,1,M,2020,197,81.6,2026-02-26 09:07:03.566365
21,School_21,East,12,F,2022,87,73.49,2026-02-26 09:07:03.566365
42,School_42,East,12,F,2023,123,99.12,2026-02-26 09:07:03.566365
36,School_36,West,3,F,2024,24,71.14,2026-02-26 09:07:03.566365
32,School_32,North,9,F,2021,176,97.95,2026-02-26 09:07:03.566365
2,School_2,South,10,F,2022,135,66.25,2026-02-26 09:07:03.566365
18,School_18,East,1,M,2022,24,75.57,2026-02-26 09:07:03.566365
22,School_22,West,2,F,2023,79,65.54,2026-02-26 09:07:03.566365
28,School_28,East,8,F,2023,84,60.09,2026-02-26 09:07:03.566365
29,School_29,North,7,F,2023,146,70.41,2026-02-26 09:07:03.566365
38,School_38,South,9,F,2023,47,63.49,2026-02-26 09:07:03.566365
43,School_43,North,10,M,2021,102,99.45,2026-02-26 09:07:03.566365
46,School_46,West,12,M,2023,148,90.47,2026-02-26 09:07:03.566365
24,School_24,East,12,F,2022,48,60.15,2026-02-26 09:07:03.566365
36,School_36,North,4,F,2022,198,68.95,2026-02-26 09:07:03.566365
46,School_46,West,4,M,2024,183,86.8,2026-02-26 09:07:03.566365
7,School_7,East,7,F,2022,179,75.94,2026-02-26 09:07:03.566365
41,School_41,South,1,M,2022,83,93.27,2026-02-26 09:07:03.566365
15,School_15,North,10,F,2021,161,80.19,2026-02-26 09:07:03.566365
7,School_7,East,12,M,2022,51,86.15,2026-02-26 09:07:03.566365
0,School_0,East,9,M,2020,28,83.88,2026-02-26 09:07:03.566365
43,School_43,East,2,F,2022,158,85.53,2026-02-26 09:07:03.566365
4,School_4,East,1,F,2024,195,69.2,2026-02-26 09:07:03.566365
2,School_2,North,7,F,2024,198,74.93,2026-02-26 09:07:03.566365
0,School_0,East,6,F,2023,151,62.03,2026-02-26 09:07:03.566365
3,School_3,West,12,M,2021,60,83.51,2026-02-26 09:07:03.566365
39,School_39,North,3,M,2024,44,78.37,2026-02-26 09:07:03.566365
34,School_34,East,1,F,2020,164,90.43,2026-02-26 09:07:03.566365
31,School_31,North,12,M,2020,194,68.26,2026-02-26 09:07:03.566365
41,School_41,West,5,F,2023,27,77.47,2026-02-26 09:07:03.566365
33,School_33,West,10,F,2021,77,67.23,2026-02-26 09:07:03.566365
42,School_42,North,4,F,2021,128,84.56,2026-02-26 09:07:03.566365
24,School_24,East,5,M,2022,148,93.92,2026-02-26 09:07:03.566365
9,School_9,East,1,F,2020,21,90.62,2026-02-26 09:07:03.566365
20,School_20,West,1,M,2020,29,97.77,2026-02-26 09:07:03.566365
45,School_45,East,5,F,2020,110,98.87,2026-02-26 09:07:03.566365
38,School_38,West,6,M,2020,136,90.88,2026-02-26 09:07:03.566365
26,School_26,East,5,M,2024,174,71.47,2026-02-26 09:07:03.566365
26,School_26,West,2,M,2021,160,68.77,2026-02-26 09:07:03.566365
1,School_1,South,9,M,2022,82,77.9,2026-02-26 09:07:03.566365
40,School_40,East,5,F,2024,30,99.76,2026-02-26 09:07:03.566365
47,School_47,East,11,M,2021,161,76.51,2026-02-26 09:07:03.566365
12,School_12,East,11,M,2023,115,67.96,2026-02-26 09:07:03.566365
8,School_8,North,5,F,2020,143,97.77,2026-02-26 09:07:03.566365
35,School_35,East,10,M,2022,112,75.44,2026-02-26 09:07:03.566365
21,School_21,North,9,F,2021,121,87.64,2026-02-26 09:07:03.566365
41,School_41,North,3,M,2023,117,91.53,2026-02-26 09:07:03.566365
25,School_25,West,5,F,2020,45,93.73,2026-02-26 09:07:03.566365
11,School_11,North,12,M,2023,58,92.85,2026-02-26 09:07:03.566365
16,School_16,North,5,M,2023,111,93.45,2026-02-26 09:07:03.566365
13,School_13,South,2,M,2024,175,86.71,2026-02-26 09:07:03.566365
13,School_13,East,11,M,2023,164,76.15,2026-02-26 09:07:03.566365
33,School_33,North,4,F,2024,184,86.69,2026-02-26 09:07:03.566365
19,School_19,East,11,M,2024,127,93.47,2026-02-26 09:07:03.566365
10,School_10,North,11,F,2023,174,74.03,2026-02-26 09:07:03.566365
15,School_15,West,2,F,2021,95,71.86,2026-02-26 09:07:03.566365
30,School_30,South,5,F,2023,86,73.75,2026-02-26 09:07:03.566365
5,School_5,North,10,F,2023,141,82.05,2026-02-26 09:07:03.566365
18,School_18,East,12,M,2021,194,62.1,2026-02-26 09:07:03.566365
36,School_36,West,2,M,2020,130,91.16,2026-02-26 09:07:03.566365
3,School_3,East,10,M,2022,181,65.55,2026-02-26 09:07:03.566365
46,School_46,West,9,M,2020,37,65.31,2026-02-26 09:07:03.566365
3,School_3,South,10,M,2023,54,67.91,2026-02-26 09:07:03.566365
19,School_19,West,6,M,2020,37,83.08,2026-02-26 09:07:03.566365
9,School_9,East,8,F,2022,181,71.42,2026-02-26 09:07:03.566365
23,School_23,East,9,F,2020,180,74.72,2026-02-26 09:07:03.566365
34,School_34,North,8,M,2022,147,97.27,2026-02-26 09:07:03.566365
25,School_25,West,5,M,2020,146,93.89,2026-02-26 09:07:03.566365
36,School_36,East,5,M,2024,103,94.09,2026-02-26 09:07:03.566365
37,School_37,North,6,F,2023,62,83.11,2026-02-26 09:07:03.566365
20,School_20,South,1,M,2022,101,94.66,2026-02-26 09:07:03.566365
39,School_39,East,11,M,2023,46,91.14,2026-02-26 09:07:03.566365
38,School_38,North,8,M,2024,67,98.13,2026-02-26 09:07:03.566365
20,School_20,East,2,F,2020,88,62.57,2026-02-26 09:07:03.566365
9,School_9,West,6,F,2023,169,61.15,2026-02-26 09:07:03.566365
37,School_37,North,9,M,2020,181,67.0,2026-02-26 09:07:03.566365
45,School_45,West,3,F,2020,190,97.16,2026-02-26 09:07:03.566365
3,School_3,South,2,F,2023,135,84.22,2026-02-26 09:07:03.566365
44,School_44,West,10,F,2022,143,77.04,2026-02-26 09:07:03.566365
19,School_19,North,5,M,2022,35,80.51,2026-02-26 09:07:03.566365
16,School_16,East,11,M,2023,145,93.18,2026-02-26 09:07:03.566365
6,School_6,North,9,F,2022,33,97.16,2026-02-26 09:07:03.566365
3,School_3,West,6,F,2021,58,89.19,2026-02-26 09:07:03.566365
28,School_28,West,8,F,2020,127,90.39,2026-02-26 09:07:03.566365
13,School_13,East,8,M,2023,31,72.82,2026-02-26 09:07:03.566365
2,School_2,South,7,F,2024,116,78.68,2026-02-26 09:07:03.566365
23,School_23,North,5,F,2023,74,95.41,2026-02-26 09:07:03.566365
36,School_36,East,2,M,2023,153,91.44,2026-02-26 09:07:03.566365
15,School_15,East,10,F,2020,59,87.37,2026-02-26 09:07:03.566365
3,School_3,East,10,F,2024,110,62.61,2026-02-26 09:07:03.566365
23,School_23,North,5,M,2020,32,61.58,2026-02-26 09:07:03.566365
33,School_33,North,12,F,2022,88,65.22,2026-02-26 09:07:03.566365
29,School_29,North,7,F,2023,171,83.26,2026-02-26 09:07:03.566365
17,School_17,South,12,F,2020,193,81.46,2026-02-26 09:07:03.566365
18,School_18,East,12,F,2021,115,97.71,2026-02-26 09:07:03.566365
30,School_30,West,7,M,2023,191,87.79,2026-02-26 09:07:03.566365
18,School_18,West,11,M,2022,30,71.76,2026-02-26 09:07:03.566365
48,School_48,East,2,M,2020,137,66.46,2026-02-26 09:07:03.566365
45,School_45,West,7,F,2020,80,93.98,2026-02-26 09:07:03.566365
18,School_18,South,6,M,2021,55,78.38,2026-02-26 09:07:03.566365
21,School_21,South,7,M,2022,157,86.14,2026-02-26 09:07:03.566365
23,School_23,North,11,F,2021,148,82.61,2026-02-26 09:07:03.566365
44,School_44,North,8,M,2023,82,64.3,2026-02-26 09:07:03.566365
11,School_11,North,4,F,2024,159,62.28,2026-02-26 09:07:03.566365
29,School_29,North,1,F,2020,24,75.08,2026-02-26 09:07:03.566365
37,School_37,North,8,F,2021,97,74.46,2026-02-26 09:07:03.566365
30,School_30,West,8,M,2020,55,86.95,2026-02-26 09:07:03.566365
35,School_35,West,3,M,2020,164,85.29,2026-02-26 09:07:03.566365
18,School_18,North,3,F,2021,169,98.76,2026-02-26 09:07:03.566365
47,School_47,South,5,M,2020,178,94.32,2026-02-26 09:07:03.566365
44,School_44,West,3,F,2022,173,79.86,2026-02-26 09:07:03.566365
35,School_35,South,5,M,2022,32,80.0,2026-02-26 09:07:03.566365
29,School_29,South,8,M,2024,82,86.97,2026-02-26 09:07:03.566365
48,School_48,East,1,M,2022,30,64.56,2026-02-26 09:07:03.566365
32,School_32,East,2,M,2021,88,100.0,2026-02-26 09:07:03.566365
17,School_17,North,2,M,2022,121,80.75,2026-02-26 09:07:03.566365
48,School_48,South,12,F,2024,51,96.4,2026-02-26 09:07:03.566365
27,School_27,West,4,M,2023,29,98.69,2026-02-26 09:07:03.566365
46,School_46,East,9,M,2023,127,83.27,2026-02-26 09:07:03.566365
10,School_10,East,2,M,2021,73,64.13,2026-02-26 09:07:03.566365
44,School_44,South,12,M,2024,101,82.93,2026-02-26 09:07:03.566365
32,School_32,East,11,M,2022,106,83.91,2026-02-26 09:07:03.566365
16,School_16,East,12,F,2024,101,91.57,2026-02-26 09:07:03.566365
5,School_5,West,9,F,2020,54,61.93,2026-02-26 09:07:03.566365
3,School_3,South,7,F,2024,86,78.65,2026-02-26 09:07:03.566365
19,School_19,East,10,M,2022,84,96.91,2026-02-26 09:07:03.566365
47,School_47,South,8,M,2021,36,99.65,2026-02-26 09:07:03.566365
46,School_46,East,1,F,2020,61,67.66,2026-02-26 09:07:03.566365
26,School_26,West,5,F,2024,140,94.82,2026-02-26 09:07:03.566365
14,School_14,South,9,F,2023,140,65.85,2026-02-26 09:07:03.566365
5,School_5,East,12,F,2022,158,93.65,2026-02-26 09:07:03.566365
46,School_46,West,4,M,2021,97,71.09,2026-02-26 09:07:03.566365
13,School_13,East,2,F,2022,47,98.39,2026-02-26 09:07:03.566365
10,School_10,South,6,M,2024,58,87.82,2026-02-26 09:07:03.566365
38,School_38,East,2,F,2021,119,75.96,2026-02-26 09:07:03.566365
8,School_8,South,3,M,2023,30,71.24,2026-02-26 09:07:03.566365
25,School_25,South,8,M,2020,134,69.41,2026-02-26 09:07:03.566365
15,School_15,East,3,M,2024,136,87.23,2026-02-26 09:07:03.566365
4,School_4,West,2,F,2021,187,95.83,2026-02-26 09:07:03.566365
9,School_9,North,6,M,2020,151,90.2,2026-02-26 09:07:03.566365
49,School_49,West,3,M,2021,83,93.39,2026-02-26 09:07:03.566365
2,School_2,West,1,F,2024,195,91.26,2026-02-26 09:07:03.566365
12,School_12,East,12,F,2021,102,99.17,2026-02-26 09:07:03.566365
42,School_42,West,3,F,2023,178,90.31,2026-02-26 09:07:03.566365
48,School_48,West,6,F,2021,21,68.41,2026-02-26 09:07:03.566365
29,School_29,North,3,F,2024,62,91.66,2026-02-26 09:07:03.566365
44,School_44,West,9,F,2021,60,72.88,2026-02-26 09:07:03.566365
5,School_5,North,7,M,2020,79,99.83,2026-02-26 09:07:03.566365
16,School_16,East,5,M,2020,131,75.07,2026-02-26 09:07:03.566365
44,School_44,North,2,F,2022,193,71.71,2026-02-26 09:07:03.566365
18,School_18,South,9,F,2022,59,69.57,2026-02-26 09:07:03.566365
41,School_41,South,5,M,2023,78,86.34,2026-02-26 09:07:03.566365
34,School_34,North,7,M,2020,64,64.37,2026-02-26 09:07:03.566365
45,School_45,South,9,M,2022,61,98.14,2026-02-26 09:07:03.566365
25,School_25,East,4,F,2021,138,71.77,2026-02-26 09:07:03.566365
4,School_4,South,9,M,2023,168,71.82,2026-02-26 09:07:03.566365
28,School_28,North,1,M,2024,150,61.84,2026-02-26 09:07:03.566365
36,School_36,East,12,F,2022,158,69.84,2026-02-26 09:07:03.566365
19,School_19,South,6,F,2022,43,76.76,2026-02-26 09:07:03.566365
48,School_48,East,2,F,2020,69,74.78,2026-02-26 09:07:03.566365
20,School_20,North,8,M,2023,107,70.92,2026-02-26 09:07:03.566365
9,School_9,South,5,F,2020,40,61.63,2026-02-26 09:07:03.566365
4,School_4,East,3,M,2020,172,72.02,2026-02-26 09:07:03.566365
35,School_35,East,2,M,2023,151,91.13,2026-02-26 09:07:03.566365
5,School_5,South,8,F,2021,144,77.55,2026-02-26 09:07:03.566365
25,School_25,East,7,M,2022,62,71.63,2026-02-26 09:07:03.566365
3,School_3,East,9,F,2020,194,72.19,2026-02-26 09:07:03.566365
38,School_38,North,8,F,2022,42,82.18,2026-02-26 09:07:03.566365
38,School_38,North,11,F,2023,40,72.09,2026-02-26 09:07:03.566365
49,School_49,North,4,F,2021,198,85.23,2026-02-26 09:07:03.566365
34,School_34,North,2,M,2024,162,99.58,2026-02-26 09:07:03.566365
0,School_0,North,2,F,2021,77,61.65,2026-02-26 09:07:03.566365
23,School_23,North,2,M,2023,45,66.75,2026-02-26 09:07:03.566365
35,School_35,South,11,M,2021,78,67.16,2026-02-26 09:07:03.566365
5,School_5,North,12,F,2024,109,77.88,2026-02-26 09:07:03.566365
40,School_40,East,6,M,2020,64,61.66,2026-02-26 09:07:03.566365
45,School_45,South,7,F,2021,182,79.1,2026-02-26 09:07:03.566365
43,School_43,East,12,F,2023,113,97.16,2026-02-26 09:07:03.566365
30,School_30,North,6,F,2021,129,60.46,2026-02-26 09:07:03.566365
19,School_19,North,2,M,2024,83,74.6,2026-02-26 09:07:03.566365
23,School_23,East,4,F,2023,103,90.44,2026-02-26 09:07:03.566365
24,School_24,East,3,F,2021,96,66.18,2026-02-26 09:07:03.566365
35,School_35,East,11,M,2023,46,63.1,2026-02-26 09:07:03.566365
20,School_20,West,4,F,2024,106,85.23,2026-02-26 09:07:03.566365
29,School_29,West,5,F,2020,178,60.4,2026-02-26 09:07:03.566365
23,School_23,West,7,F,2024,31,92.07,2026-02-26 09:07:03.566365
43,School_43,West,9,F,2020,121,62.67,2026-02-26 09:07:03.566365
41,School_41,South,11,F,2022,64,80.97,2026-02-26 09:07:03.566365
29,School_29,North,2,F,2024,147,89.61,2026-02-26 09:07:03.566365
21,School_21,East,8,M,2020,51,69.68,2026-02-26 09:07:03.566365
27,School_27,North,3,F,2022,73,64.14,2026-02-26 09:07:03.566365
6,School_6,East,9,F,2022,132,67.02,2026-02-26 09:07:03.566365
34,School_34,North,10,F,2022,134,94.19,2026-02-26 09:07:03.566365
27,School_27,South,12,F,2023,51,88.23,2026-02-26 09:07:03.566365
13,School_13,West,4,M,2024,162,67.92,2026-02-26 09:07:03.566365
9,School_9,North,3,F,2024,123,88.64,2026-02-26 09:07:03.566365
15,School_15,East,10,M,2024,74,88.34,2026-02-26 09:07:03.566365
15,School_15,North,6,F,2024,60,99.91,2026-02-26 09:07:03.566365
30,School_30,South,10,F,2023,146,75.66,2026-02-26 09:07:03.566365
41,School_41,South,9,M,2024,59,94.59,2026-02-26 09:07:03.566365
24,School_24,North,7,M,2020,91,77.86,2026-02-26 09:07:03.566365
12,School_12,West,4,F,2022,133,95.91,2026-02-26 09:07:03.566365
5,School_5,East,3,F,2023,196,63.66,2026-02-26 09:07:03.566365
43,School_43,South,10,F,2023,57,67.01,2026-02-26 09:07:03.566365
8,School_8,South,4,F,2024,75,94.0,2026-02-26 09:07:03.566365
44,School_44,North,3,F,2022,53,92.77,2026-02-26 09:07:03.566365
35,School_35,South,12,F,2020,148,72.22,2026-02-26 09:07:03.566365
42,School_42,South,3,M,2022,29,83.87,2026-02-26 09:07:03.566365
19,School_19,East,12,F,2021,187,75.31,2026-02-26 09:07:03.566365
17,School_17,West,9,F,2022,35,60.41,2026-02-26 09:07:03.566365
42,School_42,East,4,F,2020,193,61.04,2026-02-26 09:07:03.566365
20,School_20,West,9,M,2020,171,62.17,2026-02-26 09:07:03.566365
3,School_3,East,12,M,2020,33,83.76,2026-02-26 09:07:03.566365
49,School_49,North,10,M,2023,109,71.17,2026-02-26 09:07:03.566365
32,School_32,South,5,F,2023,186,65.76,2026-02-26 09:07:03.566365
26,School_26,West,7,M,2021,37,97.65,2026-02-26 09:07:03.566365
6,School_6,North,5,F,2022,103,64.85,2026-02-26 09:07:03.566365
5,School_5,South,1,F,2024,188,86.96,2026-02-26 09:07:03.566365
14,School_14,South,2,F,2021,75,95.77,2026-02-26 09:07:03.566365
17,School_17,South,11,F,2024,183,66.55,2026-02-26 09:07:03.566365
31,School_31,East,5,F,2024,171,68.59,2026-02-26 09:07:03.566365
10,School_10,North,6,F,2021,109,82.95,2026-02-26 09:07:03.566365
19,School_19,North,7,F,2022,48,80.34,2026-02-26 09:07:03.566365
23,School_23,South,2,M,2024,41,80.84,2026-02-26 09:07:03.566365
14,School_14,West,10,M,2023,30,82.19,2026-02-26 09:07:03.566365
47,School_47,North,9,M,2023,60,98.0,2026-02-26 09:07:03.566365
6,School_6,East,6,F,2021,196,62.15,2026-02-26 09:07:03.566365
20,School_20,West,2,M,2024,158,90.42,2026-02-26 09:07:03.566365
41,School_41,West,2,F,2021,71,69.3,2026-02-26 09:07:03.566365
25,School_25,West,3,M,2023,86,74.95,2026-02-26 09:07:03.566365
43,School_43,West,1,M,2021,104,63.57,2026-02-26 09:07:03.566365
13,School_13,North,9,F,2024,94,77.83,2026-02-26 09:07:03.566365
36,School_36,South,10,M,2024,155,92.17,2026-02-26 09:07:03.566365
20,School_20,West,11,F,2023,178,63.95,2026-02-26 09:07:03.566365
17,School_17,East,4,M,2020,142,71.02,2026-02-26 09:07:03.566365
4,School_4,East,5,M,2020,25,74.92,2026-02-26 09:07:03.566365
2,School_2,South,7,M,2022,100,64.16,2026-02-26 09:07:03.566365
22,School_22,North,1,F,2023,32,90.49,2026-02-26 09:07:03.566365
25,School_25,South,3,F,2022,25,91.48,2026-02-26 09:07:03.566365
36,School_36,West,3,M,2023,174,93.44,2026-02-26 09:07:03.566365
23,School_23,North,2,M,2024,140,83.36,2026-02-26 09:07:03.566365
48,School_48,North,8,F,2023,64,80.29,2026-02-26 09:07:03.566365
18,School_18,West,5,M,2021,125,70.5,2026-02-26 09:07:03.566365
24,School_24,East,1,M,2022,45,86.21,2026-02-26 09:07:03.566365
20,School_20,West,12,F,2023,23,77.78,2026-02-26 09:07:03.566365
11,School_11,South,2,M,2022,56,98.83,2026-02-26 09:07:03.566365
40,School_40,West,1,M,2023,40,98.73,2026-02-26 09:07:03.566365
32,School_32,East,6,F,2020,47,96.21,2026-02-26 09:07:03.566365
49,School_49,West,9,F,2022,51,74.4,2026-02-26 09:07:03.566365
3,School_3,South,11,F,2024,122,74.72,2026-02-26 09:07:03.566365
41,School_41,South,7,F,2024,180,94.11,2026-02-26 09:07:03.566365
6,School_6,East,5,M,2023,45,89.17,2026-02-26 09:07:03.566365
21,School_21,South,12,F,2024,164,88.17,2026-02-26 09:07:03.566365
32,School_32,South,3,F,2024,135,71.18,2026-02-26 09:07:03.566365
16,School_16,West,12,M,2022,112,93.33,2026-02-26 09:07:03.566365
23,School_23,North,12,F,2023,49,83.18,2026-02-26 09:07:03.566365
33,School_33,South,8,F,2022,140,77.87,2026-02-26 09:07:03.566365
